CROPS,SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K
muskmelon,6.8,31.1,77.7,90.2,56.1,69.5
muskmelon,7.2,34.2,78.7,108.8,41.9,67
muskmelon,7,27.1,80.3,110,44.4,69.4
muskmelon,6.8,32.4,84.5,95.7,41.8,69.9
muskmelon,7.4,27.2,83.9,84.2,41.3,83.6
muskmelon,6.9,28.4,83.9,89.3,42.5,99.9
muskmelon,7,27.4,78.5,111.6,57.6,69.9
muskmelon,7.2,31.8,77.6,118.4,44.4,76.9
muskmelon,6.9,34,75.6,99.7,52.2,81.8
muskmelon,7.3,26.7,84.9,107.4,59.6,60.5
muskmelon,7,34.9,76.2,80.5,54,84
muskmelon,6.5,34.2,76.1,93,41.6,73.9
muskmelon,7.5,29.8,80.5,108.3,45.7,64.1
muskmelon,6.6,34.6,79.3,119.4,54.4,85.4
muskmelon,6.5,30.7,84.1,113.1,53.7,99.8
muskmelon,6.9,28.3,77.2,111.6,53.3,94.3
muskmelon,7.4,25.9,84,112.2,57.8,80
muskmelon,6.8,25.6,82.5,115.9,57.5,96
muskmelon,7.1,27.4,84.8,96,57.8,98.2
muskmelon,6.9,28.3,78.5,81.6,46.4,63.1
muskmelon,6.9,26.3,79.5,98.4,48.8,96
muskmelon,7.5,28.4,78.5,94.8,49.1,89
muskmelon,6.8,29.1,76.8,106.7,48.9,90.6
muskmelon,6.7,29.6,78.6,108.9,54.4,60.9
muskmelon,7.3,26.1,81.7,116.8,41.4,75.6
muskmelon,7.3,25.4,77.5,95.5,59.2,92.6
muskmelon,7.2,26.8,81.5,85.8,50.1,89
muskmelon,7.4,29.2,80.5,91.7,56.7,87.7
muskmelon,7,28,79.2,85.8,44.8,64.4
muskmelon,7.3,31.8,77.9,80.2,46.6,74.5
muskmelon,7.3,30.7,83.9,88,40.5,98.6
muskmelon,6.8,33.2,77.4,116.9,40.1,95.3
muskmelon,6.7,29.3,82.6,104.7,44.6,94.3
muskmelon,6.6,25.7,82.7,88.8,55.3,67.6
muskmelon,7.4,27.1,75.4,97.9,43.4,87.3
muskmelon,6.8,27.4,81.8,81.4,57.1,64
muskmelon,6.8,25.4,76.1,115.9,40.4,66.5
muskmelon,7,26.9,83.5,108.9,52.6,67.4
muskmelon,6.6,26.9,76.9,89.8,44.5,94.7
muskmelon,6.6,30.7,81.9,96,56.5,78.8
muskmelon,7.1,32.2,82,117.3,46.8,97.5
muskmelon,6.7,28.4,81.2,104.9,54.8,75.5
muskmelon,7.1,26.6,82.9,100.3,55.5,91.6
muskmelon,6.8,31.3,81.1,91,59.5,77
muskmelon,7,27.2,83.4,91.3,41.9,77.2
muskmelon,7,31,82.5,116.3,51.9,88.6
muskmelon,6.7,26.6,80,101.4,52.4,62.2
muskmelon,7.4,31.2,83.1,101.1,59.4,69.8
muskmelon,6.7,29,78.7,89.7,51.8,96.6
muskmelon,7.2,29.1,84.8,113.8,59.6,69.8
muskmelon,6.6,26.5,76.7,82.9,59.1,72.9
muskmelon,7.1,26.6,75.7,81.4,49.1,84.3
muskmelon,7.1,27.6,83.6,97,44.1,67.1
muskmelon,7.2,25.1,75.1,109.3,40.5,96.3
muskmelon,6.7,25.7,81.7,103,56.6,68.2
muskmelon,6.5,30.7,78.9,83.1,40.9,95.5
muskmelon,6.8,28.8,80.2,118.4,52.3,99.8
muskmelon,6.6,31.4,75.7,85.7,56.6,74.7
muskmelon,7.1,28.4,75.5,116.5,55.8,90.1
muskmelon,7.4,34.1,80.1,91.3,50.1,89.4
muskmelon,6.8,25.8,77.4,83.7,48.2,83.7
muskmelon,7.3,34.8,84.7,108.9,43,90.9
muskmelon,7.3,28.4,79.8,97.3,43.1,97.8
muskmelon,6.7,27.7,82.4,95.6,44.8,89.7
muskmelon,6.9,28,77.4,114.3,46.6,61.8
muskmelon,7.1,25.9,83.5,106.1,49.4,68.4
muskmelon,7.4,28.8,75.6,86.8,44.8,85.6
muskmelon,6.9,32.1,75.7,89.6,59.2,63.8
muskmelon,7.1,27.3,79.1,111.6,55.3,95.7
muskmelon,6.7,30.4,83.5,117.9,40.2,94.4
muskmelon,7.3,27.6,79,92.2,46.8,85.1
muskmelon,7.3,27.9,81.5,82.7,59.1,91.9
muskmelon,6.6,27,81.5,101.1,56.4,77.3
muskmelon,6.9,26.8,76.9,115.2,52.1,80
muskmelon,7.4,27.4,81.4,80.4,46.5,77.9
muskmelon,6.7,25.6,84,92.1,58.7,92.2
muskmelon,6.5,27.2,78.5,99,56.5,68.3
muskmelon,7.3,34.6,84.9,84.4,50.8,78.8
muskmelon,7,34.7,82.2,103.3,52.7,85.7
muskmelon,7.4,27,80.1,116.2,53.7,86.1
muskmelon,6.8,27,83.5,112.2,55.8,72.1
muskmelon,6.5,30.4,75.3,104.2,51.2,66.5
muskmelon,6.8,31.8,82.6,90.4,54.1,95.6
muskmelon,7.1,32.5,83.9,105.5,53.4,82.8
muskmelon,6.8,32.2,84.6,106.5,52.8,70.5
muskmelon,6.7,33.6,76,85.9,57.5,66.6
muskmelon,6.7,30.4,77.8,90.8,48.1,95.2
muskmelon,7.3,27.4,78.3,92,53.9,88.6
muskmelon,7,28.7,82.6,95.5,49,84.1
muskmelon,7,32.3,77.3,95.9,50.5,81.9
muskmelon,6.8,34.2,77.5,117.1,54.3,89.7
muskmelon,6.6,27.4,75.7,87,40.1,68.3
muskmelon,7.4,26.2,82.4,116.3,43.9,74.5
muskmelon,6.8,33.8,76,93.6,54.6,94.2
muskmelon,7.4,29,78.1,93.2,49.8,89.3
muskmelon,6.6,26.8,79.2,113.1,59.5,69.9
muskmelon,6.7,27.8,80.9,110.1,40.9,92.1
muskmelon,7.4,26.4,78.2,93.1,57.4,96.3
muskmelon,6.8,27.3,84.6,84.6,48,90.2
muskmelon,7.2,34.3,83.9,102.2,52.2,79.6
muskmelon,7,27.1,75.6,86.9,45.3,60.3
muskmelon,6.5,34.8,82,106.3,45,68.2
muskmelon,6.6,31.3,82.3,111.1,45.4,83.5
muskmelon,6.6,33,81.8,108.5,57.7,88.1
muskmelon,7.2,28.7,75.5,87.9,53,93.9
muskmelon,7.1,30.5,84.5,111.7,49.9,95.3
muskmelon,7.1,31,79.1,93.9,40.9,66.1
muskmelon,6.9,25.3,79.3,111.3,47.7,63.7
muskmelon,7,28.4,84.1,117.6,49.7,93.9
muskmelon,7.3,25.3,76.1,90.7,56.7,77.1
muskmelon,6.6,25.2,83.9,92.8,40.7,65.3
muskmelon,7.1,30.9,84.1,85.6,52.2,77.2
muskmelon,7.3,28.5,79,105.4,54.1,81.5
muskmelon,7.2,27.4,79,109.1,53.8,80.2
muskmelon,7.3,30.3,78.2,106.2,50.1,77.9
muskmelon,6.6,28,84.3,112.4,42.9,91.9
muskmelon,7.3,31.6,75.1,93,51.1,86.6
muskmelon,6.7,33.7,82.4,96.1,55.6,83.3
muskmelon,7.2,28.4,77.9,99.7,56.5,61
muskmelon,7.5,34.9,79.8,103.2,48.7,64.5
muskmelon,7.4,34,81,113.3,40.1,67.5
muskmelon,6.6,33.1,76.9,90.1,51,89.7
muskmelon,6.8,30.1,80.7,86.2,41.2,67.8
muskmelon,6.5,33.9,77.4,82.3,53.6,83.2
muskmelon,7,32.7,81,96.1,41.1,63.5
muskmelon,6.8,32.4,77.2,98.8,53.9,63
muskmelon,6.6,33.5,78.4,98.7,41.5,79.8
muskmelon,6.5,27.4,81.2,103.7,49.1,72.1
muskmelon,7.2,28.8,84,112.6,45.9,95.5
muskmelon,6.9,34.7,79.4,104,55.4,92.7
muskmelon,7,28.6,79.7,116.1,42.9,61.6
muskmelon,6.6,27.3,76.8,114.6,50.6,68.6
muskmelon,6.9,28.4,75.7,115.1,56.8,83.5
muskmelon,6.6,30.9,81.6,112.6,48.8,91.5
muskmelon,7.1,26.3,76.8,100.6,56.8,89.3
muskmelon,7.3,32.9,81,87.9,54.2,75.2
muskmelon,7.2,31.5,78.7,101.3,51,79.4
muskmelon,7.3,34.6,81.9,111.7,55.8,65.6
muskmelon,7.3,29.4,75.7,98.8,56.2,81.3
muskmelon,6.9,34.6,78.9,87,52,71.7
muskmelon,6.8,28.2,81.8,109.3,41.1,88.3
muskmelon,7,31,83.4,119.9,48.7,95.9
muskmelon,6.6,27,78,82.8,49.5,97
muskmelon,7.5,27.5,84.7,118.2,52.2,69.7
muskmelon,7.2,29.2,76.9,95.9,43.6,99.3
muskmelon,7,33.3,75.5,107.6,56,60.3
muskmelon,6.8,29.3,78.6,118.1,58.8,65.5
muskmelon,7,34.8,82,101.3,42.6,86.7
muskmelon,7.4,29.5,83.1,87.3,47.4,74.2
muskmelon,6.7,33.9,75.3,111.4,58.7,84.6
muskmelon,6.9,25.4,76.3,112.1,56.9,78.9
muskmelon,6.8,33.3,77.1,81.7,50.3,63.9
muskmelon,7,26.3,78.7,112.6,59.6,96.7
muskmelon,7.1,30.9,83.2,104.5,43.2,82.6
muskmelon,7.5,26.6,81.7,95,54.3,83.2
muskmelon,7.2,33.5,80.4,102,40.4,69.8
muskmelon,7.3,33.9,81.6,89.9,41.4,63.2
muskmelon,6.8,31.3,83.2,81.2,43.7,82
muskmelon,7.4,33.8,84.8,116.3,46.2,92.5
muskmelon,7.5,32.3,76,105.2,59.4,63.9
muskmelon,7.1,29.4,78,88.1,54.1,82.1
muskmelon,7.1,28.8,78.6,83.4,50.7,74.2
muskmelon,7.1,31.6,77.7,97.7,55.5,68.3
muskmelon,6.8,35,83.4,111.8,53.4,63.2
muskmelon,7.1,31.5,82.5,81,53.1,88.7
muskmelon,7.4,33.1,83.5,86,59.4,66.4
muskmelon,7.4,30,75.7,93.8,50.5,72.2
muskmelon,6.5,31,76.5,117.6,47.4,87.9
muskmelon,6.9,26.5,79.6,86.5,44.8,82.8
muskmelon,6.5,32.6,81,115.4,43.8,92.7
muskmelon,7.3,30.3,78.7,104.7,45.4,83.7
muskmelon,7.1,26.9,82.5,89.7,40.6,94.3
muskmelon,6.6,33.5,80,82.5,59.5,60.4
muskmelon,7.3,31.6,80.7,92.9,45.3,60.1
muskmelon,6.6,31.7,76.2,113,47.9,71.7
muskmelon,7.4,25.8,80,103.5,55.5,73.8
muskmelon,7.4,28.1,82.5,103.2,58.7,81.7
muskmelon,6.9,29.9,83,88.2,44.3,76.8
muskmelon,7.4,28.6,77.1,114.3,51.4,77.2
muskmelon,6.8,26.2,75.5,97.9,44.6,62.4
muskmelon,7,31.8,82.4,111.1,49.6,61.5
muskmelon,6.6,26.1,81.8,88.5,51.2,67.1
muskmelon,6.7,32.1,81.2,100.2,48.5,87.8
muskmelon,7,33,77.2,85.1,59.3,60.6
muskmelon,7.4,25.7,83.8,92.4,43.6,87.5
muskmelon,6.6,33.1,79.1,110.5,43.2,77.5
muskmelon,6.9,33.2,75.3,95.2,44.8,86.4
muskmelon,6.8,30.8,82.4,90.9,40.7,65.7
muskmelon,6.7,34.4,79.2,115.6,43.6,79.7
muskmelon,6.7,28.5,82.3,85.2,50.5,62.3
muskmelon,6.6,26.6,84.8,119,48.3,87.7
muskmelon,7.5,34.4,84.5,89.5,57.2,69.6
muskmelon,6.9,28.7,84.7,106.4,59.7,82.2
muskmelon,7.2,32.5,84.4,117.7,51.7,84.1
muskmelon,7,31.1,80.1,117.3,42.6,90.7
muskmelon,7.4,33.6,80.8,114.6,47,69
muskmelon,7.1,28,77.6,113.6,47.7,83.1
muskmelon,6.8,34.2,84,109.9,57,95
muskmelon,7,32.1,75.4,82.5,48.6,88.3
muskmelon,7.1,31,80.7,100.5,43.7,98.2
muskmelon,7.2,25.5,78.7,102.1,57.3,83.3
muskmelon,6.6,29.6,81.2,95.3,48.6,98.2
muskmelon,7.1,31.2,82,95.7,46,69
muskmelon,6.7,30.5,84.3,94.7,43.2,84.3
muskmelon,6.7,33,83.7,96.6,55,76.3
muskmelon,7.4,33.4,83.8,82.6,56.6,84.9
muskmelon,7,27.6,79,81.8,48.8,82.2
muskmelon,6.9,30.9,79.6,85.4,44.6,67.4
muskmelon,7.1,31.2,75.8,112.5,50.1,66.9
muskmelon,7.2,30.3,79.5,80.2,49.9,82
muskmelon,7.5,32.1,76.3,108.7,52.9,91.3
muskmelon,7.4,25.7,76.4,87.7,45.1,89.8
muskmelon,7.4,29.3,81.4,108.2,51.6,86.6
muskmelon,7.4,28.2,79.2,118.6,58.9,75.4
muskmelon,6.5,34.7,77.4,85.3,56.2,77.1
muskmelon,6.9,30.2,84,102.3,50.4,60.9
muskmelon,7.2,34.5,76,108.3,52.5,96
muskmelon,7.1,26.6,77.5,101.2,59.6,90.3
muskmelon,7.1,29.9,84.4,96.8,50.3,85.6
muskmelon,6.9,25.4,78.7,94,44.7,92.4
muskmelon,6.9,28.8,78.4,108.6,57,93.8
muskmelon,7.3,28.5,76,114.2,56.8,77
muskmelon,6.9,32.1,84.7,82.2,41.7,77.4
muskmelon,7,31.3,76,110.9,41.4,64.8
muskmelon,7.2,33,82.4,103.4,57.7,80.7
muskmelon,7,25.5,81.8,106.5,42.3,72.9
muskmelon,6.8,30.2,75,84.7,55.7,80
muskmelon,7.1,32.1,75.3,100.2,59.6,97.2
muskmelon,6.7,28.6,76.4,113.6,49.4,69.9
muskmelon,6.7,31.1,75.7,82.1,44.7,97.3
muskmelon,6.8,31.2,77.1,90.2,45.2,68.3
muskmelon,6.8,31.9,84.6,83.3,53.8,64.2
muskmelon,6.6,27.9,84.3,107.8,59.1,62.9
muskmelon,7,27.9,75.6,93.6,46.5,68.6
muskmelon,7.1,34.4,77.9,81.3,48.3,73.9
muskmelon,6.6,30.3,79.5,87.3,51.6,99.2
muskmelon,7.5,27,83.2,100.9,58.3,71.2
muskmelon,6.9,31.9,79.7,100.3,50.9,63.9
muskmelon,6.9,26.6,82.5,90.5,58.7,69.6
muskmelon,7.4,33.4,76.8,117.2,51.9,69.1
muskmelon,7.3,33.8,84.7,116.8,46.4,96.4
muskmelon,7,33.2,84.7,99.8,42.5,77.2
muskmelon,6.9,28.8,83.4,88.3,52.1,76.9
muskmelon,7.1,29,78.9,109.8,57.8,85.5
muskmelon,6.8,34,80.3,96.9,41.7,64.7
muskmelon,7.3,31.5,82.9,115,44.8,68.2
muskmelon,7.1,26.3,79.2,80.4,53.7,78.6
muskmelon,7.3,34.9,78.2,87.2,44.1,68.7
muskmelon,7.3,34.9,77.2,84.3,55.5,60.4
muskmelon,6.8,29.8,80.2,118.1,40,66.2
muskmelon,6.8,27.7,80,110.7,42.4,97.6
muskmelon,7.5,31,78.3,114.1,50.8,73.4
muskmelon,6.7,28.8,77,117.3,49.4,97.4
muskmelon,7.4,33.9,76.3,116.2,40.2,95.1
muskmelon,7.4,31,79.4,117.8,50.9,66.7
muskmelon,7.2,30.1,77.3,110.4,43.9,70.9
muskmelon,7.1,33.7,80,116.1,56.1,96.2
muskmelon,7.4,26.9,82.9,106.5,59.6,60
muskmelon,7.4,33.3,75.3,84.8,56.5,97.2
muskmelon,7.1,28.7,79.1,86.1,42.2,78.9
muskmelon,7.4,29.5,79.3,96,43.8,99.6
muskmelon,7,25.6,75.1,88.7,55,75.5
muskmelon,7.3,33.2,83.4,117.7,40.2,78.8
muskmelon,7.3,34.5,77.4,93.2,43.9,71.2
muskmelon,7.5,26.6,80.7,88.5,58.1,70.5
muskmelon,6.8,30.4,80.7,98.1,48.9,98.9
muskmelon,6.7,29.9,80,112,46.8,65.5
muskmelon,7.3,34.7,83.9,118.2,59.9,79.8
muskmelon,6.8,34.7,84.1,81.5,42.3,86.5
muskmelon,7.1,32.5,79.4,116.3,55.1,66.7
muskmelon,7.1,26.5,75.7,96.6,54.2,95.1
muskmelon,6.6,29.4,84.7,86.7,43.4,67.3
muskmelon,6.8,31.1,80.5,106.3,48.5,63.1
muskmelon,6.8,30.9,77.8,118.5,46.2,95.7
muskmelon,7.4,31,77.1,95.8,51.1,64.7
muskmelon,6.6,30.5,84.9,100.4,50.6,90.4
muskmelon,7,33.4,79.6,95.3,49,91.2
muskmelon,6.9,34.3,77.9,84.3,49.7,79.6
muskmelon,6.8,25.2,83.3,120,50.2,72.5
muskmelon,7.3,27.9,79.7,105.1,42.4,99.9
muskmelon,6.7,34.6,79.9,104,53.2,96.2
muskmelon,6.7,25.8,78.6,86.5,55.8,68.1
muskmelon,7.4,28.6,80,111.3,43,89.1
muskmelon,7,33.4,84.8,110.1,44.4,79.1
muskmelon,6.7,34.7,78.6,86.2,57.9,92.7
muskmelon,7,34.4,75.9,108.7,49.4,78.8
muskmelon,7,30.1,79.4,83.7,58,86.5
muskmelon,7.3,29.6,79,97.1,56.2,67.6
muskmelon,6.9,33.7,80.6,106.7,44.7,62.7
muskmelon,7,31.3,80.4,80.1,59.2,83.9
muskmelon,6.6,25.3,81.2,96.5,53.2,92.3
muskmelon,7.2,28,84.9,88.7,41.8,79.1
muskmelon,7.1,30.1,78.6,116.9,57.4,84.4
muskmelon,7.1,30.9,79,111.5,48.1,72.4
muskmelon,6.9,26.4,79.1,100.9,54.5,74
muskmelon,7.4,32.4,77.5,83.6,44.6,68.1
muskmelon,7.1,27.7,77.1,118.7,46.7,85.9
muskmelon,7.4,25.5,78.7,88.2,46.8,82.9
muskmelon,6.8,34.7,82.9,106.2,59.9,70.3
muskmelon,7.4,33.6,82.3,104.2,54.2,70.8
muskmelon,7.4,26.9,76.5,106.6,48.9,78.2
muskmelon,6.7,26.7,80.1,112.8,43.6,74
muskmelon,7,27.3,79,84.9,53.2,69.1
muskmelon,7.2,30.7,80.8,118.3,45.9,95.6
muskmelon,7,29.7,79.8,94.7,56.5,67.6
muskmelon,7.2,30.2,78.8,101.5,43.4,84.7
muskmelon,7.4,29.7,81,100,47.5,77.8
muskmelon,6.8,26.7,76.2,93.4,50,60.1
muskmelon,7.4,26.9,79.6,94.1,57.2,61.7
muskmelon,7.3,25,81,83.3,44,88.9
muskmelon,7,32,79.1,95.1,59.5,90.8
muskmelon,7.2,26.6,78.3,101.8,44.2,61.9
muskmelon,6.8,27.7,77,92.5,41.1,74.7
muskmelon,7.2,26.9,80.5,101.3,59.2,64.8
muskmelon,6.6,26.7,84.5,109.5,54,68.4
muskmelon,7.2,27.9,81.1,114.5,55.6,69.6
muskmelon,7,29.5,80.1,119.9,49.2,70.4
muskmelon,6.6,32.5,75.7,103.3,46.1,61.1
muskmelon,7.1,31.7,83.8,94.5,52.7,82.1
muskmelon,6.6,27,78.3,110.6,42,79
muskmelon,7.2,27,80.3,90.2,58.9,91.4
muskmelon,7.1,31.7,80.2,116.8,42,79.6
muskmelon,6.8,33.2,81.2,104.9,41.5,70.5
muskmelon,7.3,33.1,81.1,105.8,58,91.1
muskmelon,7.3,29.6,79.2,104.8,50.5,65.3
muskmelon,6.8,29.3,80.2,92.5,43.7,66.7
muskmelon,7.1,30.4,75.1,85.9,55,76.4
muskmelon,7.2,32.1,82.3,98.8,43.2,65.7
muskmelon,6.6,30.1,83.5,82.1,51.9,87.9
muskmelon,7.2,31.7,75.3,95.2,53.3,89.6
muskmelon,7.3,29,76.8,112,46.9,72.9
muskmelon,7.2,31.4,80,85.3,43.1,89.8
muskmelon,6.8,25.9,77.1,81.2,47.7,88.8
muskmelon,7,30.4,78.7,109,41,63.4
muskmelon,7.2,27.6,84,83.1,48.6,76.6
muskmelon,7.4,32.3,84.3,98.7,54.7,75.9
muskmelon,7,32.2,75.7,95.5,59.2,86.7
muskmelon,6.8,32.6,76.3,94,53.6,60.8
muskmelon,6.9,28.1,80.8,89.1,43.8,98.6
muskmelon,7,30.9,82,104.5,43.6,92.7
muskmelon,7.2,35,79.5,89.4,45.6,85.9
muskmelon,6.9,33.3,84.5,101,42.9,73.4
muskmelon,6.7,33.5,79.8,81,53.6,82.5
muskmelon,6.5,31.2,83.3,88.9,53.6,77.4
muskmelon,6.9,32,82.8,100.4,45.2,65.5
muskmelon,7.2,32.9,81,110.4,54.3,91.5
muskmelon,7.1,34.9,79.7,94.4,46.5,67.6
muskmelon,6.7,26.2,84.7,100.8,40.6,83
muskmelon,6.7,32.8,82.5,101.6,40.6,68.4
muskmelon,6.9,30.2,78.7,104.7,53.2,78.3
muskmelon,7.4,33.3,82,111.9,59.6,82.3
muskmelon,6.8,26.1,81.6,92.9,52.5,90.8
muskmelon,6.9,26.3,77.4,107.3,43.7,95.9
muskmelon,6.8,26.7,77.7,115.4,56.3,98.1
muskmelon,7.4,28.3,75.8,95.3,55.5,88.6
muskmelon,6.7,32.7,81.1,100.4,56,90
muskmelon,6.9,25.2,81.7,105.5,43.6,87.8
muskmelon,7.3,33.7,75.4,113.7,42.7,81.5
muskmelon,6.9,31.8,77.3,95.5,41.8,62.8
muskmelon,6.8,32.6,77.5,101.1,40.7,85.6
muskmelon,6.7,31.1,79.8,107.9,59.3,61.9
muskmelon,7.5,29.9,78.6,90.8,48.1,71.2
muskmelon,6.8,32.2,81,98.7,53,65.6
muskmelon,7.2,26.1,78.7,92.9,50.9,62.3
muskmelon,6.8,33.5,83.4,113.5,54.7,71
muskmelon,6.5,30.4,75.6,116.7,45.5,82.8
muskmelon,6.8,28.1,77.2,92.3,41,94.9
muskmelon,6.5,30.9,79.1,90.8,48.1,77.8
muskmelon,7.1,31.4,84.7,115.8,43.3,91.8
muskmelon,7.4,28.1,75.5,96.8,41.4,86.8
muskmelon,7,25.5,82.2,98.3,53.2,64.6
muskmelon,6.9,33.4,84.2,88.3,43.2,81.8
muskmelon,7.3,27.4,81.9,80.4,41.3,64.3
muskmelon,7,26.9,79.2,112.2,59.5,62.5
muskmelon,6.8,32.1,81.9,116.9,46.8,64.3
muskmelon,7.1,26.7,76.3,108.3,42.3,60.4
muskmelon,6.8,28.5,84.3,85.1,53.1,99.7
muskmelon,7.1,29.3,80.3,89,58.7,73.1
muskmelon,6.7,26.8,82.3,109,55.4,83.2
muskmelon,6.8,34.5,80.4,100.5,47.4,84.6
muskmelon,7.4,34.6,82.1,117.2,58.1,67.7
muskmelon,7.4,30.1,76.1,87.9,45.2,98.2
muskmelon,6.8,30.4,79,99.7,44.3,69.3
muskmelon,7.2,31.3,83.6,102.1,58.6,92.7
muskmelon,7.1,30.2,84.6,88.7,46.9,93.5
muskmelon,6.8,34.9,78.2,99.6,57.8,93
muskmelon,7.2,33,76.7,96.6,53.1,87.3
muskmelon,7.3,25.9,84.8,80.9,51.8,61.6
muskmelon,7.2,25,77.1,83.2,49.2,89.1
muskmelon,6.6,31.5,82.1,110.7,49,79.6
muskmelon,6.9,26.8,76,88.2,49.7,98
muskmelon,7.3,33.8,75.1,108,45.2,96.4
muskmelon,6.9,33.1,78.6,117.4,46.8,93.4
muskmelon,7.2,26.1,80.2,97.2,43.2,81.2
muskmelon,7.2,32.3,75.6,87.5,58.9,86.7
muskmelon,6.5,27.5,77.7,112.1,57.3,75
muskmelon,7.2,26.9,81.9,108,56.6,63.5
muskmelon,7.4,32,82.4,102.5,41.7,70.5
muskmelon,6.6,28.8,81.8,119.6,50.6,86.9
muskmelon,7.1,28.5,82.1,118.2,56.6,93.1
muskmelon,7.4,30.2,80.8,98.9,52,62.6
muskmelon,6.9,30.9,78.6,90.2,59.2,87.9
muskmelon,7.2,27.5,83.3,117.3,43.1,63.7
muskmelon,7.2,29.5,77.9,113.7,54,63.7
muskmelon,7.3,28,82.3,109.7,49,65.9
muskmelon,7.1,29.2,78.9,119.3,53,65.7
muskmelon,7.5,34.3,77.9,90.9,44.2,64.6
muskmelon,7.2,32.6,81.4,106.9,53.3,91.7
muskmelon,7.4,29.9,76.2,105.6,57,63
muskmelon,6.6,30.5,82.4,95.3,58.9,93.5
muskmelon,6.6,31.7,80.1,96.2,44.6,79.3
muskmelon,7.3,30.3,79,102.6,43.8,92.9
muskmelon,6.7,26.1,76.1,85.8,48.9,89.8
muskmelon,7.1,34.1,76.4,103.2,41.4,93.6
muskmelon,7.3,25.3,80,90.3,48.6,84.7
muskmelon,6.7,28.8,80.4,84.4,55.3,70.7
muskmelon,6.6,32.4,82,84.7,43.6,64.8
muskmelon,6.8,30.4,83.8,104.6,54.3,83.8
muskmelon,6.9,28.9,83.6,102.6,59.1,73.5
muskmelon,6.6,32.6,79.4,95.1,53.8,99.4
muskmelon,6.8,28.2,79.5,85.3,43,63.8
muskmelon,6.8,25.6,84.2,92.4,50.7,73.5
muskmelon,6.8,27.5,76.9,82,50.5,81.7
muskmelon,6.6,29.9,79.4,114.6,43.1,92.1
muskmelon,7,28.3,75.3,109.6,59,61.7
muskmelon,7.1,27.4,78.9,100.8,55.1,92
muskmelon,7.2,33,85,95.2,42.3,65.1
muskmelon,6.6,29,76.6,106.5,43.6,75.3
muskmelon,7.1,32.8,84.7,107.1,52.5,71.7
muskmelon,7.1,32.6,75.6,83.4,55.2,67.4
muskmelon,6.7,30.6,83.3,98.2,45.9,76.6
muskmelon,6.6,33.6,82.7,115.6,55,90.9
muskmelon,7.5,33.6,82.5,81.2,41.3,99.7
muskmelon,6.9,30.6,76.2,82.5,50.4,87.1
muskmelon,7.5,32.6,79.2,83,49.6,83.4
muskmelon,7.5,30.5,82.3,105.4,48.5,78.1
muskmelon,7.1,26.6,79.2,82.8,45.8,72.2
muskmelon,6.7,32.9,76.2,95.7,43.5,88.9
muskmelon,7.4,31.8,76.2,101.9,59.9,73.7
muskmelon,6.8,29,76.7,85.4,43.7,60.2
muskmelon,7.5,30.2,75,90.3,57.1,67.4
muskmelon,6.7,27.4,77.4,93.3,51.5,75.2
muskmelon,7.3,34.8,77.7,106.5,59.4,62
muskmelon,7.1,26.5,84.7,117.7,50.6,76.9
muskmelon,7.4,32.3,80.8,98.5,48.1,72.9
muskmelon,7.2,30.6,84.4,91.9,44.4,79.2
muskmelon,7.4,33.3,78.4,100.9,50,69.6
muskmelon,7.1,26.9,75.8,93.8,58.4,80.9
muskmelon,6.6,26.7,81.5,82.8,56.6,99.3
muskmelon,6.6,34.8,80.2,118.7,50.6,94
muskmelon,6.6,27.8,84.9,85.3,54.8,86.6
muskmelon,7.1,26.6,76.4,86.9,51.4,97.4
muskmelon,7.2,31.2,84.3,84.9,50.1,93.3
muskmelon,7,30.1,84,113.8,52.3,66.6
muskmelon,7.3,32.4,78.9,88.6,48.5,86.1
muskmelon,7.5,25.5,75.6,91.7,57.1,89.9
muskmelon,7,32.2,77.4,113.7,48.3,96.9
muskmelon,7,26.9,81.6,102.6,45.5,72.7
muskmelon,6.9,34.3,84.4,102.5,50.3,78.2
muskmelon,6.7,26.6,76,111,47.5,87.9
muskmelon,7,33.2,79,94.1,42,91.8
muskmelon,6.7,32.8,76.5,97.6,54.5,97.2
muskmelon,7,33.7,80.7,111.8,56.4,68.9
muskmelon,6.6,29.7,77.2,106.8,50.5,84.1
muskmelon,6.9,33.6,83.4,115.9,41.7,78.1
muskmelon,7.1,30.2,82.2,96.3,47.7,94.8
muskmelon,7.2,33.7,77.7,83.7,49.1,64.2
muskmelon,7.3,33.6,78.2,80.5,46.6,83.5
muskmelon,6.7,27.5,83.2,109.2,42.8,79.3
muskmelon,6.6,31.2,84.4,105.6,55.7,82.4
muskmelon,6.6,28.9,83.3,104.7,41.2,63
muskmelon,6.6,33.2,83.8,82.4,52.9,87
muskmelon,6.8,33.5,79.3,110.3,59,82.1
muskmelon,6.7,33.9,80.7,99.5,53.7,89
muskmelon,7.2,27,82.8,105.2,43.7,95.3
muskmelon,6.8,32.3,78,85.6,43.3,74.2
muskmelon,7.2,31.2,76.1,87.4,50.5,69.8
muskmelon,6.7,29.7,78.5,82,53.3,97.1
muskmelon,7.3,31.9,80.3,104.4,48.9,71.8
muskmelon,6.6,33.7,81.3,82.7,44.6,61.9
muskmelon,6.6,25.7,79.1,116.4,43.4,61.9
muskmelon,7,29.7,82.1,98.2,50.3,79.2
muskmelon,6.9,29.9,83.9,116.4,59.8,71
